_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_META_TITLE_,_META_H1_,_META_KEYWORDS_,_SEO_KEYWORD_,_META_DESCRIPTION_,_DESCRIPTION_,_PRICE_,_IMAGE_
2933,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,"Watec Co., Ltd.","Watec Co., Ltd. WAT-502B","Watec Co., Ltd. WAT-502B","Watec Co., Ltd. WAT-502B","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-502B,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-502B,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","АНАЛОГ ВЗАМЕН: Watec Co., Ltd. WAT-902B","АНАЛОГ ВЗАМЕН: Watec Co., Ltd. WAT-902B",0,catalog/img/2933.jpg
2934,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,"Watec Co., Ltd.","Watec Co., Ltd. WAT-535EX","Watec Co., Ltd. WAT-535EX","Watec Co., Ltd. WAT-535EX","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-535EX,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-535EX,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","АНАЛОГ ВЗАМЕН: Watec Co., Ltd. WAT-535EX2","АНАЛОГ ВЗАМЕН: Watec Co., Ltd. WAT-535EX2",0,catalog/img/2934.jpg
2935,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,"Watec Co., Ltd.","Watec Co., Ltd. WAT-660MD","Watec Co., Ltd. WAT-660MD","Watec Co., Ltd. WAT-660MD","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-660MD,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-660MD,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН НА ВЫБОР,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,catalog/img/2935.jpg
2936,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,"Watec Co., Ltd.","Watec Co., Ltd. WAT-660D-P3.7","Watec Co., Ltd. WAT-660D-P3.7","Watec Co., Ltd. WAT-660D-P3.7","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-660D-P3.7,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-660D-P3.7,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","АНАЛОГ ВЗАМЕН: Watec Co., Ltd. WAT-660D/G3.8","АНАЛОГ ВЗАМЕН: Watec Co., Ltd. WAT-660D/G3.8",0,catalog/img/2936.jpg
2937,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,"Watec Co., Ltd.","Watec Co., Ltd. WAT-660D/G3.8","Watec Co., Ltd. WAT-660D/G3.8","Watec Co., Ltd. WAT-660D/G3.8","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-660D/G3.8,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-660D/G3.8,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Миниатюрные черно-белые видео камеры Watec Co., Ltd. WAT-660D/G3.8
 формируют изображение с разрешением 380 ТВЛ и оснащены объективом с фокусным расстоянием f = 3,8 мм. Видеоусилитель миниатюрной видео камеры Watec Co., Ltd. WAT-660D/G3.8
 с автоматичес","Миниатюрные черно-белые видео камеры Watec Co., Ltd. WAT-660D/G3.8
 формируют изображение с разрешением 380 ТВЛ и оснащены объективом с фокусным расстоянием f = 3,8 мм. Видеоусилитель миниатюрной видео камеры Watec Co., Ltd. WAT-660D/G3.8
 с автоматической регулировкой усиления обеспечивает получение качественного изображения при соотношении сигнал / шум 46 дБ. Автоматическая регулировка усиления с динамическим диапазоном электронных регулировок усиления в пределах 5-32 дБ, осуществляет оптимальную адаптацию миниатюрных видео камер к любым условиям работы. Широкий диапазон выдержек электронного затвора сек. позволяет использовать миниатюрные видео камеры при различных уровнях освещенности.Функция гамма- позволяет производить точную настройку контрастности изображения, создаваемого миниатюрными видео камерами на видеомониторе.",10197,catalog/img/2937.jpg
2938,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,"Watec Co., Ltd.","Watec Co., Ltd. WAT-704R/G3.8","Watec Co., Ltd. WAT-704R/G3.8","Watec Co., Ltd. WAT-704R/G3.8","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-704R/G3.8,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-704R/G3.8,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Миниатюрные черно-белые видео камеры Watec Co., Ltd. WAT-704R/G3.8 формируют изображение с разрешением 380 ТВЛ и оснащены объективом с фокусным расстоянием f = 3,8 мм, и применяются в системах видеонаблюдения супермаркетов, казино, гостиниц, офисов, банко","Миниатюрные черно-белые видео камеры Watec Co., Ltd. WAT-704R/G3.8 формируют изображение с разрешением 380 ТВЛ и оснащены объективом с фокусным расстоянием f = 3,8 мм, и применяются в системах видеонаблюдения супермаркетов, казино, гостиниц, офисов, банков и др. объектов. Эти миниатюрные камеры оснащены видеоусилителем с автоматической регулировкой усиления, обеспечивающим получение качественного изображения при соотношении сигнал / шум 46 дБ, а широкий диапазон выдержек электронного затвора сек. позволяет использовать миниатюрные камеры при различных уровнях освещенности. Благодаря автоматической регулировке усиления с динамическим диапазоном электронных регулировок усиления в пределах 5-32 дБ, миниатюрные камеры легко адаптируются к любым условиям работы.",11871,catalog/img/2938.jpg
2939,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,"Watec Co., Ltd.","Watec Co., Ltd. WAT-704R-P3.7","Watec Co., Ltd. WAT-704R-P3.7","Watec Co., Ltd. WAT-704R-P3.7","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-704R-P3.7,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-704R-P3.7,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","АНАЛОГ ВЗАМЕН: Watec Co., Ltd. WAT-704R/G3.8","АНАЛОГ ВЗАМЕН: Watec Co., Ltd. WAT-704R/G3.8",0,catalog/img/2939.jpg
2940,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,"Watec Co., Ltd.","Watec Co., Ltd. WAT-704RFA","Watec Co., Ltd. WAT-704RFA","Watec Co., Ltd. WAT-704RFA","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-704RFA,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-704RFA,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","АНАЛОГ ВЗАМЕН: Watec Co., Ltd. WAT-704R/G3.8","АНАЛОГ ВЗАМЕН: Watec Co., Ltd. WAT-704R/G3.8",0,catalog/img/2940.jpg
2941,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,"Watec Co., Ltd.","Watec Co., Ltd. WAT-220","Watec Co., Ltd. WAT-220","Watec Co., Ltd. WAT-220","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-220,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-220,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Цветная видеокамера Watec Co., Ltd. WAT-220 нового поколения с высоким разрешением и встроенным объективом, повышенной (для цветной видеокамеры) чувствительностью. Цифровая обработка сигнала (DSP). Рекомендуется для установки в помещении, когда требуется ","Цветная видеокамера Watec Co., Ltd. WAT-220 нового поколения с высоким разрешением и встроенным объективом, повышенной (для цветной видеокамеры) чувствительностью. Цифровая обработка сигнала (DSP). Рекомендуется для установки в помещении, когда требуется высокая информативность изображения. Встроенный объектив с автодиафрагмой позволяет получать максимальную глубину резкости при различной освещенности. Небольшой светлый корпус гармонично подходит для офисов и других присутственных мест.",0,catalog/img/2941.jpg
2942,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,"Watec Co., Ltd.","Watec Co., Ltd. WAT-221S","Watec Co., Ltd. WAT-221S","Watec Co., Ltd. WAT-221S","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-221S,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Watec Co., Ltd. WAT-221S,Watec Co., Ltd.,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Цветная видеокамера Watec Co., Ltd. WAT-221S последнего поколения, высокого разрешения и уникально высокой (для цветной видеокамеры) чувствительности. Цифровая обработка сигнала DSP. Рекомендуется для уличной и внутренней установки когда необходима высока","Цветная видеокамера Watec Co., Ltd. WAT-221S последнего поколения, высокого разрешения и уникально высокой (для цветной видеокамеры) чувствительности. Цифровая обработка сигнала DSP. Рекомендуется для уличной и внутренней установки когда необходима высокая информативность изображения. Дополнительно требуется внешний объектив. Автоматический и ручной электронный затвор камеры Watec Co., Ltd. WAT-221S при отсутствии солнечной засветки помещения позволяет применять объективы с ручной диафрагмой внутри помещений, иначе рекомендуется применять объективы с автодиафрагмой. Телекамера имеет выход S-VHS (Y/C) в стандартной комплектации, возможность подключения объективов с АРД с управлением по Video и DC.",39570,catalog/img/2942.jpg
