_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_META_TITLE_,_META_H1_,_META_KEYWORDS_,_SEO_KEYWORD_,_META_DESCRIPTION_,_DESCRIPTION_,_PRICE_,_IMAGE_
6183,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Panasonic,Panasonic WV-CL930/G,Panasonic WV-CL930/G,Panasonic WV-CL930/G,"Системы видеонаблюдения,Видеонаблюдение,Panasonic WV-CL930/G,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Panasonic WV-CL930/G,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: Panasonic WV-CLR930/G,АНАЛОГ ВЗАМЕН: Panasonic WV-CLR930/G,0,catalog/img/6183.jpg
6184,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Panasonic,Panasonic WV-CL934E,Panasonic WV-CL934E,Panasonic WV-CL934E,"Системы видеонаблюдения,Видеонаблюдение,Panasonic WV-CL934E,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Panasonic WV-CL934E,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: Panasonic WV-CLR930/G,АНАЛОГ ВЗАМЕН: Panasonic WV-CLR930/G,0,catalog/img/6184.jpg
6185,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Panasonic,Panasonic WV-CLR934E,Panasonic WV-CLR934E,Panasonic WV-CLR934E,"Системы видеонаблюдения,Видеонаблюдение,Panasonic WV-CLR934E,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Panasonic WV-CLR934E,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: Panasonic WV-CLR930/G,АНАЛОГ ВЗАМЕН: Panasonic WV-CLR930/G,0,catalog/img/6185.jpg
6186,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Panasonic,Panasonic WV-CLR930/G,Panasonic WV-CLR930/G,Panasonic WV-CLR930/G,"Системы видеонаблюдения,Видеонаблюдение,Panasonic WV-CLR930/G,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Panasonic WV-CLR930/G,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Panasonic WV-CLR930/G - камера, способная работать в режиме ""день/ночь"". Она оснащена 1/2-дюймовым CCD, что позволяет обеспечивать оптимальную производительность с высокой чувствительностью и качеством изображения. Благодаря цифровому шумоподавлению: 2D-D","Panasonic WV-CLR930/G - камера, способная работать в режиме ""день/ночь"". Она оснащена 1/2-дюймовым CCD, что позволяет обеспечивать оптимальную производительность с высокой чувствительностью и качеством изображения. Благодаря цифровому шумоподавлению: 2D-DNR и 3D-DNR обеспечивается снижение шума в различных условиях. Электропитание камеры осуществляется путем сети 220 B АС. С помощью интерфейса RS-485 возможно удаленное управление камерой.Основные особенности:1/2-дюймовая высокочувствительная ПЗС-матрица обеспечивает высокое качество изображения.
Высокое разрешение: стандартное значение 540 ТВЛ / минимальное значение 520 ТВЛ (цветной режим “HIGH”), минимальное значение 480 ТВЛ (цветной режим “NORMAL”), минимальное значение 570 ТВЛ (ч/б режим).
Сверхвысокая чувствительность при использовании функции “День/ ночь”: 0.09 люкс (цветной режим), 0.008 люкс (ч/б режим) при F1.4. Функция включения и выключения инфракрасного фильтра и регулировка заднего фокуса с помощью функции ABF (автоматический задний фокус) при переключении между цветным и ч/б режимами для обеспечения оптимального качества изображения как в цветном, так и в ч/б режиме.
Функция ABF (автоматический задний фокус) облегчает установку и обеспечивает стабильную фокусировку как в цветном, так и в ч/б режиме.
Адаптивное цифровое шумоподавление: применение функций 2D-DNR и 3D-DNR гарантирует снижение шума в различных условиях.
Пиковый режим позволяет отображать очень яркие объекты посредством применения соответствующего режима регулировки освещения.
Функция BLC (компенсация задней засветки): предварительная установка / ручная установка (маскирование 8x6) с использованием пикового режима и регулировки уровня.
Электронное увеличение чувствительности: автоматически (до 32x) / вручную (до 128x).
Электронный затвор: от 1/120 до 1/10000 сек.
Видеодетектор движения с 256 уровнями чувствительности и
маскированием 8 х 6 зон.
Функция обнаружения изменения сцены сигнализирует о закрытии,
Входной разъем для режима “День/ночь” и выходной разъем сигнала тревоги.
Автоматический стабилизатор изображения для таких мест установки, в которых присутствуют вибрация или ветер.
Функциональная команда: точное управление различными функциями, такими, как скорость затвора, уровень увеличения чувствительности, может осуществляться посредством ввода номера функции с помощью контроллера Panasonic.
Синхронизация: внутренняя / по частоте строк / внешняя (VBS/VS) / мультиплексный ведущий импульс полевой развертки (VD2).
Передача данных по коаксиальному кабелю или через интерфейс передачи данных RS-485 (модель CLR).
Отображение названия видеокамеры (16 алфавитно-цифровых символов).
Многоязычное меню установки: английский, французский, итальянский, испанский, немецкий, русский языки. Технические характеристики Panasonic WV-CLR930/GДатчик изображения	 1/2-дюймовая ПЗС-матрица с межстрочным переносом
Эффективные пиксели	 752 (гор.) х 582 (верт.)
Режим сканирования	 2:1 чересстрочная развертка
Область сканирования	 6,4 (гор.) х 4,8 (верт.) мм
Частота сканирования	 По горизонтали: 15.625 кГц По вертикали: 50.00 Гц
Строки сканирования	 625 строк
Разрешение по горизонтали	 540 ТВЛ (стандартное значение) в цветном режиме “High”, 480 ТВЛ в цветном режиме “Normal”, 570 ТВЛ в ч/б режиме
Минимальная освещенность	 Цветной режим (30IRE): 0.09 люкс при F1.4  Ч/Б режим (10IRE): 0.008 люкс при F1.4
Отношение ""сигнал/шум""   50 дБ (эквивалентно AGC выкл., Weight вкл.)
Баланс белого	  ATW1, ATW2 или AWC
Регулировка освещения	  ALC / ALC + (применение ALC и ELC) / ELC с пиковым режимом
AGC	  включено (с возможностью регулировки) или выключено
Компенсация задней засветки	  предварительная установка / ручная установка (маскирование 8x6)использованием пикового режима и регулировки уровня
Электронный затвор   выкл. (1/50), 1/120, 1/250, 1/500, 1/1000, 1/2000, 1/4000, 1/10000 сек.
Электронное увеличение  чувствительности     выключено / автоматическое (2х / 4х / 6х / 10х / 16х / 32х) /фиксированное значение (2x, 4x, 6x, 10x, 16x, 32x, 64х, 128х)
Цифровое снижение шума   Высокое/среднее/низкое
Режим разрешения	 Нормальное разрешение / высокое разрешение
Ч/Б режим	 Режим: автоматический режим 1 / автоматический режим 2 / ВКЛ / ВЫКЛ.
Уровень: высокий / низкий, с использованием внешнего управления
Видеодетектор движения  Выкл. / Режим 1 (видеодетектор движения) / Режим 2 (изменение сцены), 256 уровней чувствительности, маскирование 8 х 6 зон
Обнаружение изменения сцены	Да, включено в Режим 2 видеодетектора движения
Частная зона	Вкл. (затенение / мозаичное изображение) или выкл.
Автоматический стабилизатор  изображения	Вкл. / выкл.
Зеркальное изображение	Вкл. / выкл.
Крепление объектива	CS
Управление ALC-объективом   посредством напряжения постоянного тока или видеосигнала
Регулировка заднего фокуса	   ABF, ручная, автоматическая / предварительная установка / фиксированное значение
Синхронизация	  Внутренняя (INT), мультиплексный ведущий импульс полевой развертки (VD2), по частоте строк (LL), внешняя (VBS/VS)	 
Видеовыход    1,0 В [p-p] / 75 Ом, композитный сигнал PAL.Разъем BNC.Совместим с мультиплексным ведущим импульсом полевой развертки (VD2)и передачей управляющих данных
Вход внешнего сигнала синхронизации   Вход Gen-Lock
Интерфейс управления RS-485	Нет
Разъемы внешнего ввода/вывода    Выходной разъем сигнала тревоги, входной разъем для режима “День/Ночь”
Метод настройки   меню установки OSD
Язык	английский, русский (для меню установки и идентификатора видеокамеры), немецкий, французский, итальянский, испанский (для меню установки), японский (для названия видеокамеры. Меню установки будет отображаться
на английском языке)
Стандарт безопасности/электромагнитной совместимости   CE (EN60065, EN55022, EN55024, класс B)
Источник питания 	220 B АС
Рабочая температура	–10 °C ~ +50 °C
Рабочая влажность	  90 % или ниже (без конденсата)
Размеры	 70 мм (ширина) x 65 мм (высота) x 151 мм (глубина)
Вес (приблизительно)	570 г (без кабеля питания)Документация Panasonic WV-CL930/GПараметры Panasonic WV-CLR930/GТип матрицыCCDРазмер матрицы1/3Разрешение, твл540Звук-Минимальная светочувствительность0.008Объектив-Механический ИК-фильтр-ИК-подсветка-Класс защиты-Цвет корпусаЧерныйНапряжение питания, V220VACАнтивандальность-Рабочая температураОт -10Вес, кг0.6
 

                ",56632,catalog/img/6186.jpg
6187,Системы видеонаблюдения|Видеонаблюдение|Видеорегистраторы,Panasonic,Panasonic WJ-HDD50E,Panasonic WJ-HDD50E,Panasonic WJ-HDD50E,"Системы видеонаблюдения,Видеонаблюдение,Panasonic WJ-HDD50E,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Panasonic WJ-HDD50E,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",Сменный жесткий диск в картридже для рекордера WJ-ND200.,Сменный жесткий диск в картридже для рекордера WJ-ND200.,0,catalog/img/6187.jpg
6188,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Panasonic,Panasonic BB-HCM547CE,Panasonic BB-HCM547CE,Panasonic BB-HCM547CE,"Системы видеонаблюдения,IP-видеонаблюдение,Panasonic BB-HCM547CE,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Panasonic BB-HCM547CE,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: Panasonic WV-SF346E,АНАЛОГ ВЗАМЕН: Panasonic WV-SF346E,0,catalog/img/6188.jpg
6189,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Panasonic,Panasonic BB-HCM527CE,Panasonic BB-HCM527CE,Panasonic BB-HCM527CE,"Системы видеонаблюдения,IP-видеонаблюдение,Panasonic BB-HCM527CE,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Panasonic BB-HCM527CE,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Технические особенности камеры Panasonic BB-HCM527CE позволяют обеспечивать более широкий диапазон контроля без ее перемещения. Система камеры также поддерживает HTTPS данных зашифрованных сообщений. При это исключается возможность так называемого ""электр","Технические особенности камеры Panasonic BB-HCM527CE позволяют обеспечивать более широкий диапазон контроля без ее перемещения. Система камеры также поддерживает HTTPS данных зашифрованных сообщений. При это исключается возможность так называемого ""электронного подслушивания"" при шифровании сетевого изображения видеокамеры и других данных, предназначенных для сетевой передачи, что существенно повышает безопасность всей системы. Питание подается через кабель Ethernet, так что сетевая камера может быть легко установлена в любое место без каких-либо дополнительных работ, которые проводятся обычно для установки отдельной розетки. В соответствии с выбранными настройками, видеокамера будет автоматически передавать изображения и данные из журнала по электронной почте, FTP или HTTP. Стоп-кадры, снятые при помощи камеры, могут быть легко проверены на любом мобильном телефоне, имеющим доступ в интернет.",0,catalog/img/6189.jpg
6190,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Panasonic,Panasonic BB-HCM705CE,Panasonic BB-HCM705CE,Panasonic BB-HCM705CE,"Системы видеонаблюдения,IP-видеонаблюдение,Panasonic BB-HCM705CE,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Panasonic BB-HCM705CE,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: Panasonic WV-SF346E,АНАЛОГ ВЗАМЕН: Panasonic WV-SF346E,0,catalog/img/6190.jpg
6191,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Panasonic,Panasonic BB-HCM701CE,Panasonic BB-HCM701CE,Panasonic BB-HCM701CE,"Системы видеонаблюдения,IP-видеонаблюдение,Panasonic BB-HCM701CE,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Panasonic BB-HCM701CE,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: Panasonic WV-SF346E,АНАЛОГ ВЗАМЕН: Panasonic WV-SF346E,0,catalog/img/6191.jpg
6192,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Panasonic,Panasonic BB-HCM735CE,Panasonic BB-HCM735CE,Panasonic BB-HCM735CE,"Системы видеонаблюдения,IP-видеонаблюдение,Panasonic BB-HCM735CE,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Panasonic BB-HCM735CE,Panasonic,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: Panasonic WV-SW175E,АНАЛОГ ВЗАМЕН: Panasonic WV-SW175E,0,catalog/img/6192.jpg
