_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_META_TITLE_,_META_H1_,_META_KEYWORDS_,_SEO_KEYWORD_,_META_DESCRIPTION_,_DESCRIPTION_,_PRICE_,_IMAGE_
7313,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеосерверы,Beward,Beward B-700,Beward B-700,Beward B-700,"Системы видеонаблюдения,IP-видеонаблюдение,Beward B-700,Beward,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Beward B-700,Beward,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: Beward B1001,АНАЛОГ ВЗАМЕН: Beward B1001,0,catalog/img/7313.jpg
7314,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеосерверы,Beward,Beward B-501C,Beward B-501C,Beward B-501C,"Системы видеонаблюдения,IP-видеонаблюдение,Beward B-501C,Beward,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Beward B-501C,Beward,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Beward B-501C – представляет собой одноканальный IP-видеосервер, который оцифровывает аналоговый видеосигнал и передает цифровое изображение непосредственно через IP-сеть, превращая аналоговую видеокамеру в сетевую камеру. Он легко интегрируется в существ","Beward B-501C – представляет собой одноканальный IP-видеосервер, который оцифровывает аналоговый видеосигнал и передает цифровое изображение непосредственно через IP-сеть, превращая аналоговую видеокамеру в сетевую камеру. Он легко интегрируется в существующую аналоговую систему CCTV и позволяет подключить любую аналоговую камеру к цифровой системе видеонаблюдения, обеспечивая при этом разрешение 352x288, достаточное для большинства применений. IP-видеосервер Beward B-501C предназначен для систем профессионального видеонаблюдения и представляет собой экономичное решение для построения надежной, масштабируемой системы видеонаблюдения.",0,catalog/img/7314.jpg
7315,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеосерверы,Beward,Beward B-502H,Beward B-502H,Beward B-502H,"Системы видеонаблюдения,IP-видеонаблюдение,Beward B-502H,Beward,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Beward B-502H,Beward,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Beward B-502H – представляет собой двухканальный IP-видеосервер, который оцифровывает два аналоговых видеосигнала и передает цифровое изображение непосредственно через IP-сеть, превращая аналоговые видеокамеры в сетевые камеры. Он легко интегрируется в су","Beward B-502H – представляет собой двухканальный IP-видеосервер, который оцифровывает два аналоговых видеосигнала и передает цифровое изображение непосредственно через IP-сеть, превращая аналоговые видеокамеры в сетевые камеры. Он легко интегрируется в существующую аналоговую систему CCTV и позволяет подключить две любые аналоговые камеры к цифровой системе видеонаблюдения. IP-видеосервер Beward B-502H предназначен для систем профессионального видеонаблюдения и представляет собой экономичное решение для построения надежной, масштабируемой системы видеонаблюдения. ",0,catalog/img/7315.jpg
7316,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеосерверы,Beward,Beward B-504C,Beward B-504C,Beward B-504C,"Системы видеонаблюдения,IP-видеонаблюдение,Beward B-504C,Beward,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Beward B-504C,Beward,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Beward B-504C – представляет собой четырхеканальный IP-видеосервер, который оцифровывает четыре аналоговых видеосигнала и передает цифровое изображение непосредственно через IP-сеть, превращая аналоговые видеокамеры в сетевые камеры. Он легко интегрируетс","Beward B-504C – представляет собой четырхеканальный IP-видеосервер, который оцифровывает четыре аналоговых видеосигнала и передает цифровое изображение непосредственно через IP-сеть, превращая аналоговые видеокамеры в сетевые камеры. Он легко интегрируется в существующую аналоговую систему CCTV и позволяет подключить четыре любые аналоговые камеры к цифровой системе видеонаблюдения. IP-видеосервер Beward B-504C предназначен для систем профессионального видеонаблюдения и представляют собой экономичное решение для построения надежной, масштабируемой системы видеонаблюдения. ",0,catalog/img/7316.jpg
7317,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеосерверы,Beward,Beward B-5104,Beward B-5104,Beward B-5104,"Системы видеонаблюдения,IP-видеонаблюдение,Beward B-5104,Beward,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Beward B-5104,Beward,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Beward B-5104 – представляет собой видеодекодер, преобразующий один поток видео D1 или четыре CIF-видеопотока от IP-видеосерверов серии B-500 в аналоговый видеосигнал для подключения к монитору или телевизору, в масштабе реального времени (компрессия H.26","Beward B-5104 – представляет собой видеодекодер, преобразующий один поток видео D1 или четыре CIF-видеопотока от IP-видеосерверов серии B-500 в аналоговый видеосигнал для подключения к монитору или телевизору, в масштабе реального времени (компрессия H.264 , аудио (дуплекс), RS232, RS485, Alarm in/out).Сетевой видеодекодер Beward B-5104 предназначен для декодирования видеосигнала, получаемого по сети Ethernet от IP-видеосерверов в формате H.264 и преобразования его в аналоговый видеосигнал в форматы PAL или NTSC, которые можно подать на аналоговый монитор, телевизор, видеорегистратор. ",0,catalog/img/7317.jpg
7318,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеосерверы,Beward,Beward B-5304,Beward B-5304,Beward B-5304,"Системы видеонаблюдения,IP-видеонаблюдение,Beward B-5304,Beward,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Beward B-5304,Beward,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Beward B-5304 – представляет собой видеокодер, преобразующий один поток IP-видео D1 от IP-видеосерверов серии B-700 или IP-видеокамер серии B-900 в аналоговый видеосигнал для подключения к монитору или телевизору, в масштабе реального времени (компрессия ","Beward B-5304 – представляет собой видеокодер, преобразующий один поток IP-видео D1 от IP-видеосерверов серии B-700 или IP-видеокамер серии B-900 в аналоговый видеосигнал для подключения к монитору или телевизору, в масштабе реального времени (компрессия H.264 , аудио (дуплекс), RS232, RS485, Alarm in/out).Сетевой видеодекодер Beward B-5304 предназначен для декодирования видеосигнала, получаемого по сети Ethernet от IP-видеосерверов или IP-видеокамер в формате H.264 и преобразования его в аналоговый видеосигнал в формате PAL или NTSC, который можно подать на аналоговый монитор, телевизор, видеорегистратор.",0,catalog/img/7318.jpg
7319,Системы видеонаблюдения|IP-видеонаблюдение|Оборудование POE,Beward,Beward B-7xxP,Beward B-7xxP,Beward B-7xxP,"Системы видеонаблюдения,IP-видеонаблюдение,Beward B-7xxP,Beward,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,IP-видеонаблюдение,Beward B-7xxP,Beward,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Beward B-7xxP – это вариант исполнения IP-видеосервера со встроенной поддержкой питания по кабелю Ethernet (Power over Ethernet, технология PoE) и со слотом для установки флеш-карт формата SD. Данный вариант исполнения позволяет избавиться от прокладки ка","Beward B-7xxP – это вариант исполнения IP-видеосервера со встроенной поддержкой питания по кабелю Ethernet (Power over Ethernet, технология PoE) и со слотом для установки флеш-карт формата SD. Данный вариант исполнения позволяет избавиться от прокладки кабелей питания 12 В или 220 В и использовать всего лишь один кабель Ethernet: основной идеей является обеспечение удаленного устройства питанием и данными по единственному сетевому кабелю. Таким образом, представленный вариант является удобным средством формирования централизованной системы обеспечения питания: можно подключить центральный источник бесперебойного питания (UPS) к коммутатору PoE, к которому подсоединены все камеры видеонаблюдения: такая схема обеспечивает бесперебойное питание и исключает необходимость подключения отдельного UPS к каждому устройству.",0,catalog/img/7319.jpg
7321,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sony,Sony SSC-E473P,Sony SSC-E473P,Sony SSC-E473P,"Системы видеонаблюдения,Видеонаблюдение,Sony SSC-E473P,Sony,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Sony SSC-E473P,Sony,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: Sony SSC-FB-531,АНАЛОГ ВЗАМЕН: Sony SSC-FB-531,0,catalog/img/7321.jpg
7322,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sony,Sony SSC-E478P,Sony SSC-E478P,Sony SSC-E478P,"Системы видеонаблюдения,Видеонаблюдение,Sony SSC-E478P,Sony,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Sony SSC-E478P,Sony,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: Sony SSC-FB-531,АНАЛОГ ВЗАМЕН: Sony SSC-FB-531,0,catalog/img/7322.jpg
7323,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Sony,Sony SSC-G813,Sony SSC-G813,Sony SSC-G813,"Системы видеонаблюдения,Видеонаблюдение,Sony SSC-G813,Sony,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности","Системы видеонаблюдения,Видеонаблюдение,Sony SSC-G813,Sony,купить,спб,в сакнт-петербурге,игодно ру,igodno,магазин систем безопасности",АНАЛОГ ВЗАМЕН: Sony SSC-G213,АНАЛОГ ВЗАМЕН: Sony SSC-G213,0,catalog/img/7323.jpg
