_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_DESCRIPTION_,_PRICE_,_IMAGE_
34001,Системы контроля доступа|Шлагбаумы и автоматика для ворот|Автоматика для секционных ворот,DoorHan,"DoorHan TRANSCHAIN 1:1,5","Комплект установочный DoorHan TRANSCHAIN 1:1,5 для вального привода через цепь с передаточным отношением 1:1,5. Длина цепи 1,372 м.",3569,img/34001.jpg
34002,Системы контроля доступа|Шлагбаумы и автоматика для ворот|Автоматика для секционных ворот,DoorHan,DoorHan BUTTON3,"Трехпозиционный пост управления DoorHan BUTTON3 предназначен для управления вальными приводами для секционных ворот. Одна кнопка поста отвечает за открытие ворот, другая — за закрытие. Кнопка «стоп» позволяет немедленно остановить ворота в любом положении полотна.",1693,img/34002.jpg
34003,Системы контроля доступа|Шлагбаумы и автоматика для ворот|Автоматика для секционных ворот,DoorHan,DoorHan BUTTON2K,"Двухпозиционный пост управления DoorHan BUTTON2K предназначен для управления вальными приводами для секционных ворот. Одна кнопка поста отвечает за открытие ворот, другая — за закрытие. Пост управления BUTTON2K оснащен ключом для защиты от несанкционированного включения. ",1807,img/34003.jpg
34004,Системы контроля доступа|Шлагбаумы и автоматика для ворот|Аксессуары для шлагбаумов и автоматики,DoorHan,DoorHan TRAFFICLIGHT-LED,"DoorHan TRAFFICLIGHT-LED предназначен для использования с автоматическими устройствами, ограничивающими доступ (шлагбаумами, воротами и пр.) на стоянках, автомойках, в гаражных комплексах, подземных и многоуровневых паркингах. Применение данных светофоров позволяет повысить безопасность движения транспортных средств при въезде/выезде на огороженной территории, а также существенно снизить энергопотребление.",8829,img/34004.jpg
34005,Системы контроля доступа|Шлагбаумы и автоматика для ворот|Аксессуары для шлагбаумов и автоматики,DoorHan,DoorHan LAMP,"Сигнальная лампа DoorHan LAMP со встроенной антенной — это устройство безопасности, сигнализирующее о движении ворот или шлагбаума в течение всего цикла открытия и закрытия. В зависимости от устройства, к которому она подключена, может быть реализован режим предварительного мигания (лампа мигает в течение определенного времени перед началом движения полотна ворот).",1455,img/34005.jpg
34006,Системы контроля доступа|Шлагбаумы и автоматика для ворот|Аксессуары для шлагбаумов и автоматики,DoorHan,DoorHan OPTOKIT,"Оптико-электронные инфракрасные датчики (оптосенсоры)  DoorHan OPTOKIT предназначены для обеспечения безопасности эксплуатации секционных ворот. Приемник и передатчик размещаются в нижнем резиновом профиле Rubber, при деформации которого прерывается оптический луч и подается сигнал блоку управления на остановку или реверс ворот.
Блок управления посылает универсальный сигнал, что позволяет использовать комплект оптосенсоров с любой автоматикой для ворот. ",9728,img/34006.jpg
34007,Системы контроля доступа|Шлагбаумы и автоматика для ворот|Аксессуары для шлагбаумов и автоматики,DoorHan,DoorHan RUBBER,"DoorHan RUBBER - профиль резиновый для оптосенсоров. Когда резиновый профиль деформирован, оптический луч прерывается, и даёт динамический сигнал блоку управления. Блок управления блокирует цепь или даёт сигнал РЕВЕРС.",903,img/34007.jpg
34008,Системы контроля доступа|Шлагбаумы и автоматика для ворот|Автоматика для откатных ворот,DoorHan,DoorHan SL-300KIT,"Комплект привода DoorHan SL-300KIT предназначен для автоматизации сдвижных ворот бытового и промышленного назначения до 300 кг.
Приводы Sliding специально разработаны для эксплуатации в различных климатических условиях — их рабочий диапазон температур составляет от –40 до +55 °C, а с установкой дополнительного обогревателя — от –60 до +55 °C. Широкий диапазон рабочего напряжения (от 180 до 280 В) позволяет использовать приводы в сетях с нестабильным напряжением. ",20412,img/34008.jpg
34009,Системы контроля доступа|Шлагбаумы и автоматика для ворот|Автоматика для откатных ворот,DoorHan,DoorHan SL-800KIT,"Комплект привода DoorHan SL-800KIT предназначен для автоматизации сдвижных ворот бытового и промышленного назначения.
Приводы Sliding специально разработаны для эксплуатации в различных климатических условиях — их рабочий диапазон температур составляет от –40 до +55 °C, а с установкой дополнительного обогревателя — от –60 до +55 °C. Широкий диапазон рабочего напряжения (от 180 до 280 В) позволяет использовать приводы в сетях с нестабильным напряжением. 
Привод SLIDING-800 предназначен для автоматизации сдвижных ворот максимальным весом до 800 кг. Вращательное движение выходной звездочки преобразуется в поступательное движение ворот с помощью зубчатой рейки, закрепленной на воротах. Привод состоит из механического редуктора и электродвигателя со встроенным блоком управления. Редуктор и двигатель выполнены в едином корпусе. К блоку управления подключается внешняя кнопка управления. Самоблокирующийся редуктор обеспечивает механическую блокировку ворот, если двигатель не работает. В случае отключения питающего напряжения, аварийный ручной расцепитель, позволяет открывать или закрывать ворота вручную.  ",21361,img/34009.jpg
34010,Системы контроля доступа|Шлагбаумы и автоматика для ворот|Автоматика для откатных ворот,DoorHan,DoorHan SL-1300KIT,"Комплект привода в маслянной ваннеDoorHan SL-1300KIT предназначен для автоматизации сдвижных ворот бытового и промышленного назначения. Приводы Sliding специально разработаны для эксплуатации в различных климатических условиях — их рабочий диапазон температур составляет от –40 до +55 °C, а с установкой дополнительного обогревателя — от –60 до +55 °C. Широкий диапазон рабочего напряжения (от 180 до 280 В) позволяет использовать приводы в сетях с нестабильным напряжением. 
Электроприводы Sliding-1300 предназначены для автоматизации сдвижных ворот большой массы. Вращательное движение выходной звездочки преобразуется в поступательное с помощью зубчатой рейки, закрепленной на воротах. Самоблокирующийся мотор-редуктор приводов позволяет запирать ворота без установки дополнительных запирающих устройств. Электроприводы разработаны с учетом специфики работы в различных климатических условиях. К преимуществам электроприводов данной серии относятся: наличие ручного расцепителя, позволяющего открывать или закрывать ворота вручную в случае отключения электроэнергии; встроенный блок управления; низкий уровень шума и термозащита (+125°С). ",23580,img/34010.jpg
34011,Системы контроля доступа|Шлагбаумы и автоматика для ворот|Автоматика для откатных ворот,DoorHan,DoorHan SL-2100KIT,"Комплект привода в маслянной ваннеDoorHan SL-2100KIT пдля автоматизации сдвижных ворот бытового и промышленного назначения. Приводы Sliding специально разработаны для эксплуатации в различных климатических условиях — их рабочий диапазон температур составляет от –40 до +55 °C, а с установкой дополнительного обогревателя — от –60 до +55 °C. Широкий диапазон рабочего напряжения (от 180 до 280 В) позволяет использовать приводы в сетях с нестабильным напряжением.
Электроприводы Sliding-2100 предназначены для автоматизации сдвижных ворот большой массы. Вращательное движение выходной звездочки преобразуется в поступательное с помощью зубчатой рейки, закрепленной на воротах. Самоблокирующийся мотор-редуктор приводов позволяет запирать ворота без установки дополнительных запирающих устройств. Электроприводы разработаны с учетом специфики работы в различных климатических условиях. К преимуществам электроприводов данной серии относятся: наличие ручного расцепителя, позволяющего открывать или закрывать ворота вручную в случае отключения электроэнергии; встроенный блок управления; низкий уровень шума и термозащита (+125°С). ",28564,img/34011.jpg
34012,Системы контроля доступа|Шлагбаумы и автоматика для ворот|Автоматика для откатных ворот,DoorHan,DoorHan RACK-8,"Зубчатая рейка DoorHan RACK-8, длиной 1 метр, предназначена для перемещения сдвижных ворот. Рейки стыкуются между собой и закрепляются на воротах. Длина рейки составляет один метр, что позволяет точно подобрать нужную длину зубчатого полотна для любой ширины проема.
Благодаря мощным зубьям рейка выдерживает интенсивную эксплуатацию и длительный срок службы. Кроме того рейка имеет антикоррозионное покрытие, что в течение всего срока службы сохраняет ее прочность и эстетичный внешний вид.  ",488,img/34012.jpg
34013,Системы контроля доступа|Шлагбаумы и автоматика для ворот|Автоматика для откатных ворот,DoorHan,DoorHan DHRACK,"Зубчатая рейка DoorHan DHRACK, предназначена для перемещения сдвижных ворот. Рейки стыкуются между собой и закрепляются на воротах. Длина рейки составляет один метр, что позволяет точно подобрать нужную длину зубчатого полотна для любой ширины проема.
Благодаря мощным зубьям рейка выдерживает интенсивную эксплуатацию и длительный срок службы. Кроме того рейка имеет антикоррозионное покрытие, что в течение всего срока службы сохраняет ее прочность и эстетичный внешний вид.   ",574,img/34013.jpg
34014,Системы контроля доступа|Шлагбаумы и автоматика для ворот|Аксессуары для шлагбаумов и автоматики,DoorHan,DoorHan Heater,Обогреватель для приводов универсальный 120W DoorHan Heater предназначен для обогрева электроприводов ворот и шлагбаумов при эксплуатации в условиях низких температур. Обогреватель легко фиксируется на корпусе мотор-редуктора привода и автоматически включается при понижении температуры. ,2812,img/34014.jpg
34015,Системы контроля доступа|Шлагбаумы и автоматика для ворот|Аксессуары для шлагбаумов и автоматики,DoorHan,DoorHan DHPC,"DoorHan DHPC представляет собой стойку для фотоэлемента, высотой 50 см. Фотоэлементы являются устройствами безопасности, состоящими из приемника и радиопередатчика, работающих в ИК-диапазоне, которые монтируются в проеме ворот. При пересечении инфракрасного луча блок управления получает команду о появлении препятствия в зоне действия. Команда подается фотоэлементами, расположенными в стойках. Блок управления, в свою очередь, останавливает ворота или шлагбаум или включает реверс - в зависимости от запрограммированной логики работы. Отличаются высоким качеством и надежностью. Широкий диапазон допустимых рабочих температур позволяет эксплуатировать их в любой климатической зоне. Обладают высокими эксплуатационными характеристиками, не подвержены коррозии, удобно монтируются. Стойки DoorHan DHPC допустимо использовать как с автоматикой DoorHan, так и с устройствами других производителей. Использование фотоэлементов делает управление подвижными конструкциями максимально комфортными и безопасным. Стойки для фотоэлементов DoorHan DHPC имеют компактные размеры, функциональный дизайн, они надежные, легкие, просто устанавливаются. ",1146,img/34015.jpg
34016,Системы контроля доступа|Шлагбаумы и автоматика для ворот|Аксессуары для шлагбаумов и автоматики,DoorHan,DoorHan Receiver 433,Приемник DoorHan Receiver 433 предназначен для использования пультов DoorHan с автоматикой FAAC. Компактный приемник Receiver 433 устанавливается в 5-контактный разъем на блоках управления FAAC и позволяет записать до 120 пультов DoorHan.  ,1218,img/34016.jpg
34018,Системы видеонаблюдения|Видеонаблюдение|Камеры видеонаблюдения,Giraffe,Giraffe GF-SIR1358HEDN-VF (f5-50 мм),"Giraffe GF-SIR1358HEDN-VF (f5-50 мм) - уличная цветная ТВ камера ""день-ночь"" с ИК подсветкой во влагозащищенном корпусе с обогревом.",13595,img/34018.jpg
34019,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеорегистраторы (NVR),Giraffe,Giraffe GF-NV2404HD,"Giraffe GF-NV2404HD -  24-х канальный автономный IP-видеорегистратор (NVR)  может регистрировать одновременно 32 видеосигнала со скоростью до 800 к/с на все каналы и разрешением HDTV 720p (1280x720) или 8 видеосигналов с разрешением 5 Mп (2560x1920) со скоростью 200 к/с. При разрешении 3 Mп (2048x1536) осуществляется 16-канальная видеозапись со скоростью 400 к/с, а при разрешении Full HD (1920x1080) регистрируются 24 сигнала со скоростью 600 к/с. Во всех случаях запись выполняется в экономичном формате H.264, а конструкция корпуса позволяет установить 8 жестких дисков (HDD 3.5”) объемом до 4 ТБ. Локальное подключение видеомониторов обеспечивают видеовыходы VGA и HDMI, а для резервного копирования предназначены порты USB2.0 и USB3.0. Кроме того, модель имеет 1 вход/1 выход аудио и интерфейс RS-485.",33283,img/34019.jpg
