_ID_,_MAIN_CATEGORY_,_MANUFACTURER_,_NAME_,_DESCRIPTION_,_PRICE_,_IMAGE_
32001,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Space Technology,Space Technology St-120 IP,АНАЛОГ ВЗАМЕН:  	Space Technology ST-120 M IP,0,img/32001.jpg
32002,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Space Technology,Space Technology St-180 IP,АНАЛОГ ВЗАМЕН:Space Technology St-181 IP,0,img/32002.jpg
32003,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Space Technology,Space Technology St-181 IP,АНАЛОГ ВЗАМЕН:  Space Technology ST-181 IP HOME,0,img/32003.jpg
32004,Системы видеонаблюдения|IP-видеонаблюдение|Сетевые IP камеры,Space Technology,Space Technology St-182 IP,АНАЛОГ ВЗАМЕН: Space Technology St-182 IP M ,0,img/32004.jpg
32005,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеорегистраторы гибридные,Space Technology,Space Technology St HDVR-0411 NVR/HYBRID,АНАЛОГ ВЗАМЕН: Space Technology St DVR-0442 HYBRID/NVR,0,img/32005.jpg
32006,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеорегистраторы (NVR),Space Technology,Space Technology St NVR-0454,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/32006.jpg
32007,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеорегистраторы гибридные,Space Technology,Space Technology St DVR-0442 HYBRID/NVR,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/32007.jpg
32008,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеорегистраторы гибридные,Space Technology,Space Technology St DVR-0884 HYBRID/NVR,,0,img/32008.jpg
32009,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеорегистраторы (NVR),Space Technology,Space Technology St NVR-0841,АНАЛОГ ВЗАМЕН НА ВЫБОР,0,img/32009.jpg
32010,Системы видеонаблюдения|IP-видеонаблюдение|IP Видеорегистраторы гибридные,Space Technology,Space Technology ST DVR-1616 HYBRID/NVR,,0,img/32010.jpg
